reviewText,rating,summary,review_sentiment,summary_sentiment,hallucination,hal_score
Love the 501s,5,501s,POSITIVE,POSITIVE,neutral,0.5995463132858276
thx!,2,Two Stars,POSITIVE,POSITIVE,neutral,0.7611485123634338
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
"A Levi's, perfect!",5,perfect!,POSITIVE,POSITIVE,neutral,0.8164049386978149
Was on point,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9652131795883179
Just right,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8807021379470825
Excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8514291048049927
Great jeans,4,Four Stars,POSITIVE,POSITIVE,neutral,0.8631673455238342
Awful.,1,One Star,NEGATIVE,NEGATIVE,contradiction,0.9621479511260986
I have worn 501s forever.  I thought I was ordering shrink to fit and so I ordered 36W 30L  which shrinks to size 34 29 or so.  Now i'm confused as these were apparently already shrunk.  So it is a bit too large.  Do they still make shrink to fit?,3,I have worn 501s forever. I thought I was ...,NEGATIVE,NEGATIVE,entailment,0.6059449911117554
"Great product, hope they never try to improve it :-)",5,Cannot go wrong,POSITIVE,POSITIVE,neutral,0.6197744607925415
They are just what I was looking for,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9632092714309692
"Ok I didn't even know they still made Levi 501's! Let me begin at the start. I was diagnosed with advanced stage IV cancer and I was told to fatten up as much as humanly possible or risk dying from the very aggressive daily regimens of radioactive & chemotherapy which would eventually cause me to despise food to the point of not eating a thing for 2 1/2 months! My lead oncologists team of physicians all pleaded with me to begin eating anything or suffer having tubes surgically implanted into my stomach for nutrition. So cut to now, I survived my therapy but not without coming way too close to death due to lack of nutrition as well as the lack of use of my digestive system. Now I seem to be able to eat whatever, whenever and I still can't keep the weight on. This has been both a curse and a blessing. The curse is of course for obvious reasons but the benefits have been wearing clothes that I never thought I'd be able to pull off let alone put on ever again! I'm wearing sizes that my body hasn't seen or felt in 25years. My wife and I have an inside joke that keeps the seriousness of what we've been going through together due to cancer and it centers around the fact that although I'm far from being out of the woods due to this deadly killer, I'm not looking like one would think after gaining all that extra weight, almost dying three times, having visible signs of radiation burns on the exterior of my skin and then losing all the weight. I'm not being conceited but I look like I did at 24years old and am wearing the same sized clothing, especially in the area of my waist, so buying new pants and having them fit comfortably as well as look great is definitely an ego boost! So the joke is, I'm the poster boy for cancer because it agrees with me lol anyway thank you for reading this far into my rant as it's turned out rather than a review. The Levis 501's feel great! They fit as perfectly as they did when I wore them for the first time back in the 80's Dont pass up a chance to get a great pair of jeans to show off that great pair of genes you've been blessed with!",5,"Fits like an old glove! Comfortable, perfect, feels great in all the right areas!",NEGATIVE,POSITIVE,entailment,0.5576252341270447
No where did it say these jeans were buttons and not zippers!!!,1,One Star,NEGATIVE,NEGATIVE,neutral,0.7655863165855408
"Poor quality,  production defects",2,"Poor quality, production defects",NEGATIVE,NEGATIVE,entailment,0.936255931854248
Jeans fit as expected!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9025754928588867
Can't beat 501s,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.5250771641731262
nice pants,5,nice pants,POSITIVE,POSITIVE,entailment,0.5271421670913696
"Horrible!! Do not buy. I ordered a size 36, and the waistline is smaller than the size 34's I bought at Target. I'm not at all convinced that these are not Chinese knockoffs.",1,Horrible!! Do not buy,NEGATIVE,NEGATIVE,neutral,0.9559998512268066
Hubby loved them and was surprised on how comfortable they feel.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9754564166069031
I use to wear 501 jeans all the time. I've lost quite a bit of weight recently and decided to try them again. I like the feel and the button fly.,4,I like the feel and the button fly,POSITIVE,POSITIVE,entailment,0.5587621331214905
"Quality is average, but you get what you pay. Overall its good product, but you probably can find better",4,Okay,POSITIVE,POSITIVE,neutral,0.6489118933677673
These fit better I the waist but were to long.,3,Return,NEGATIVE,POSITIVE,contradiction,0.5205584764480591
Fine except for fit,4,Four Stars,POSITIVE,POSITIVE,neutral,0.598734438419342
"They were a gift to a guy friend and I knew his size (30 x 34, not easy to find).  He said they fit perfect.  He loves them.",5,They fit perfect,POSITIVE,POSITIVE,neutral,0.6129745244979858
The items are working great.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9074845910072327
They fit the way they're supposed to.,5,Good jeans,POSITIVE,POSITIVE,neutral,0.8865879774093628
Better than standing at line at the local place.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8738914132118225
This is cheap because it doesn't come with a zip and it has buttons.. too bad i opened it after the return period,1,too bad i opened it after the return period,NEGATIVE,NEGATIVE,entailment,0.7346299290657043
Just as you would buy in a store. Great price.,5,Great price.,POSITIVE,POSITIVE,entailment,0.6021746397018433
Perfect fit for my husband!,5,"Levi's Men's Big and Tall 501 Original Fit Jean,...",POSITIVE,POSITIVE,neutral,0.8561025261878967
"Just seemed to be smaller compared to my other 501s same exact size.....  Like too button not coming together....  I'll try a few salads and try them on again, but do seem to be cut smaller....haven't washed them yet cause I thought it would make them tighter...the kaki colored I ordered with  same size fit better and was same size",2,Seemed to run smaller in the dark wash 501s original,NEGATIVE,NEGATIVE,neutral,0.8371328711509705
They fit to tight in the legs and to loose in the seat,3,Three Stars,POSITIVE,POSITIVE,contradiction,0.5786104798316956
"Sure arrived fast , birthday gift card, thank you aunt Martha xo",5,"Sure arrived fast, birthday gift card,",POSITIVE,POSITIVE,entailment,0.6642525792121887
Perfect,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8463523983955383
Smaller-than-expected definitely have to watch shrinking,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.8975425958633423
They ight lol,4,Straight,POSITIVE,POSITIVE,neutral,0.391560822725296
It is larger than expected,4,Take about the sizes,POSITIVE,NEGATIVE,neutral,0.7272385954856873
"My husband has purchased Levi's 501 jeans size 30x34 for years. These did not fit at all. The inseam measured 30 instead of 34, and the fit was similar to skinny jeans. Definitely returning these.",1,My husband has purchased Levi's 501 jeans size 30x34 for ...,NEGATIVE,POSITIVE,neutral,0.9234886765480042
Total garbage! All of the seams around the fly tore when I stepped into my jeep. The pants are not as durable as the old levis.,1,All fly seams tore,NEGATIVE,NEGATIVE,entailment,0.865393340587616
These are the real 501's that are made with the heavy duty construction. Will definitely buy more.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8993920683860779
"Jeans came on time, fit well.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9730514883995056
Perfect!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7918601632118225
The color pant is very bad.,1,One Star,NEGATIVE,NEGATIVE,contradiction,0.5242909789085388
Very happy with my purchase.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9636310935020447
We love Levi.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9288198947906494
good product . I recommend,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9814082980155945
"Great sturdy pants, at a great price",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9673231244087219
Fits perfectly.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9108743667602539
Can't go wrong with 501s.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.795181155204773
GREAT PRICE! fits as expected.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9466772079467773
"Fit perfectly, but I wish I had noticed the button fly, definitely not my preference.",5,Five Stars,NEGATIVE,POSITIVE,neutral,0.7374070882797241
"Nice pants, comfortable and a perfect fit!",5,Great item a usual from Levi,POSITIVE,POSITIVE,neutral,0.9770445227622986
"Haven't shrunk down, still very stiff after washing several times",3,Three Stars,POSITIVE,POSITIVE,neutral,0.7318581342697144
Gift,4,Four Stars,POSITIVE,POSITIVE,neutral,0.7233067750930786
Great jeans. Excellent quality.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8804414868354797
awesome jeans...like it so much...,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8320121765136719
fit like levi's,4,Four Stars,POSITIVE,POSITIVE,neutral,0.6655699014663696
excellent,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8433024883270264
I like it!!!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8772424459457397
"Very convenient, and the fit like they're supposed to!",5,and the fit like they're supposed to,POSITIVE,POSITIVE,entailment,0.8198493719100952
They fit but you have to wash them a lot first. They stand on their own.,4,Four Stars,NEGATIVE,POSITIVE,contradiction,0.9828686714172363
All Ok,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8770433068275452
"alittle tight at waist and way too long in the leg, returning them and ordered another size in shrink to fit original Levi jeans",4,alittle tight at waist and way too long in the ...,NEGATIVE,NEGATIVE,neutral,0.6990026831626892
"Jeans are fine, Nothing different, which is just what I wanted.",5,Levis are as good as always.,POSITIVE,POSITIVE,neutral,0.615591824054718
Tighter than expected.  But they fit.  So button front makes things even tougher.  Still a quality jean.  Just order a waist size larger.,3,Tighter than expected. But they fit. So button ...,POSITIVE,POSITIVE,entailment,0.9953681230545044
"I have worn the same size and style for years, but these did not fit.  Too large.",3,Three Stars,NEGATIVE,POSITIVE,contradiction,0.5469866991043091
The length is 1 inch to long,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.6257179379463196
very pleased,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8046861886978149
Gift ... he loves it.,4,Gift... he loves it.,POSITIVE,POSITIVE,entailment,0.9765979051589966
Fit as expected.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9219920039176941
"Seemed to be just like every other pair of Levi's I have purchased, but at a better price.",4,Four Stars,POSITIVE,POSITIVE,neutral,0.9459304809570312
Perfect condition without flaws.,5,Excellent Product,POSITIVE,POSITIVE,neutral,0.7922284007072449
Great 501s. Fit like they always do even after washing.,5,Levi's rock!,POSITIVE,POSITIVE,neutral,0.8945403695106506
look cool,4,Four Stars,POSITIVE,POSITIVE,neutral,0.8815158605575562
Great product great fit,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9382424354553223
Great price received fast,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9402415752410889
My husband loves these Levi's.  He has worn them for years.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9840713739395142
"I bought these for my husband and they fit well. However, he prefers the zipper and these had the buttons.",4,jeans,POSITIVE,POSITIVE,neutral,0.9832314252853394
"I'm sure I'm old school. For instance, I value my time. I imagine a lot of people do. Which is why they invented zippers. Zippers really are incredibly handy. Imagine you've got to catch a bus in just a few moments. Then nature calls. Well, it's a quick matter to take care of things and get out there to the bus.

But, the new graduates of (Fill in the Name of Your Favorite Prestigious Business School) have decided that they have a better idea. Don't they always? Replace the zipper with not three, not four, but five separate buttons to close the fly. This does not include the button where the belt comes together (which, assuming the Prestigious Business School taught them had to use both hands to add) comes to a total of six. Of course, you don't really need to undo the topmost button to take care of business. But, the whole arrangement of the buttons being fastened into an inner last just complicates things. It really is a pain in the fly.

And, really, why? The cute (I'll give them that) buttons aren't visible, so are meaningless. They aren't particularly easy to fasten (if easy at all). As William Shakespeare said when he tried these on: Much ado about nothing.

I agree with the reviews of many others. These are the last Levi's I buy. Stick with what works. There's a reason flies have zippers. Even if prestigious Business School Graduates think they don't.",1,A pain in the fly... Note to self: Always read the fine print (and other reviews).,NEGATIVE,POSITIVE,neutral,0.8937793374061584
good,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7669503688812256
"Never stop making these! Good, classic jeans for the working man. Very rugged.",5,Never goes out of style,POSITIVE,NEGATIVE,entailment,0.5170029401779175
Perfect....,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7520702481269836
I purchased these for my very picky husband. He was very satisfied with them and wears them at least twice a week.,5,Name brand without the price,POSITIVE,NEGATIVE,neutral,0.5186839699745178
"After the second wash...The buttons fell off. I am extremely dissatisfied with my purchase. I do not want to package them up and send them back , and pay the postage.",2,After the second wash... The buttons fell ...,NEGATIVE,NEGATIVE,entailment,0.8236026763916016
They fit perfectly. They arrived sooner than expected. Thank you.,5,5 star jeans,POSITIVE,POSITIVE,neutral,0.9780544638633728
nice fit.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.8770492672920227
As expected,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.8797283172607422
Fit as they should,5,Five Stars,POSITIVE,POSITIVE,neutral,0.964047372341156
amazing,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8607069253921509
Great jeans as always.  Fits perfectly and work well for business casual.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9768190979957581
Never disappointed by these jeans. Classic denim.,5,Classic Denim,POSITIVE,POSITIVE,entailment,0.7797896862030029
Great jeans...traditional and long wearing....,5,Best jeans!,POSITIVE,POSITIVE,neutral,0.5806223750114441
